(1, 6, 6, 7)
(1, 6, 7, 6)
(1, 7, 6, 6)
(1, 7, 6, 7)
(6, 1, 6, 7)
(6, 1, 7, 6)
(6, 1, 7, 7)
(6, 6, 1, 7)
(6, 6, 6, 7)
(6, 6, 7, 1)
(6, 6, 7, 7)
(6, 7, 1, 6)
(6, 7, 1, 7)
(6, 7, 6, 1)
(6, 7, 6, 6)
(6, 7, 6, 8)
(6, 7, 7, 1)
(6, 7, 7, 8)
(6, 7, 8, 8)
(6, 8, 7, 6)
(7, 1, 6, 6)
(7, 1, 7, 6)
(7, 1, 7, 7)
(7, 5, 7, 8)
(7, 6, 1, 6)
(7, 6, 6, 1)
(7, 6, 7, 1)
(7, 6, 7, 7)
(7, 6, 8, 8)
(7, 7, 6, 1)
(7, 7, 6, 6)
(7, 7, 7, 6)
(7, 8, 2, 6)
(8, 7, 8, 8)
